end_rounds,n_players,result,winner,iter
7,4,tie,,278
9,4,set,D,279
3,4,tie,,280
9,4,tie,,281
11,4,set,C,282
5,4,tie,,283
3,4,set,C,284
17,4,set,A,285
2,4,set,C,286
6,4,tie,,287
11,4,tie,,288
5,4,set,B,289
6,4,set,C,290
28,4,set,D,291
17,4,tie,,292
5,4,set,C,293
1,4,tie,,294
6,4,set,C,295
2,4,tie,,296
4,4,set,A,297
7,4,set,C,298
1,4,tie,,299
1,4,tie,,300
9,4,set,D,301
8,4,set,A,302
4,4,set,B,303
10,4,tie,,304
1,4,tie,,305
5,4,set,C,306
2,4,set,D,307
4,4,set,A,308
23,4,set,C,309
9,4,set,B,310
6,4,set,D,311
1,4,tie,,312
4,4,set,B,313
3,4,tie,,314
3,4,set,C,315
12,4,set,C,316
12,4,set,D,317
18,4,set,C,318
11,4,set,A,319
42,4,tie,,320
18,4,set,A,321
28,4,tie,,322
5,4,set,B,323
6,4,set,A,324
2,4,tie,,325
9,4,set,C,326
10,4,tie,,327
4,4,set,A,328
14,4,set,B,329
3,4,set,B,330
14,4,set,A,331
9,4,tie,,332
3,4,set,D,333
7,4,set,A,334
1,4,tie,,335
7,4,set,D,336
10,4,set,C,337
3,4,set,C,338
7,4,tie,,339
12,4,set,C,340
5,4,set,A,341
4,4,set,B,342
19,4,set,A,343
14,4,set,D,344
7,4,tie,,345
7,4,set,D,346
23,4,set,A,347
36,4,set,B,348
3,4,set,A,349
9,4,set,D,350
14,4,tie,,351
5,4,set,C,352
9,4,set,A,353
5,4,set,C,354
1,4,tie,,355
17,4,set,A,356
4,4,set,C,357
15,4,set,A,358
1,4,tie,,359
2,4,tie,,360
8,4,set,A,361
6,4,set,D,362
5,4,set,C,363
13,4,set,C,364
16,4,set,A,365
1,4,tie,,366
10,4,set,A,367
9,4,set,A,368
19,4,set,A,369
9,4,set,C,370
13,4,set,A,371
12,4,set,A,372
2,4,set,A,373
7,4,set,A,374
8,4,set,D,375
6,4,set,A,376
19,4,set,D,377
8,4,set,C,378
10,4,set,B,379
6,4,tie,,380
6,4,set,B,381
7,4,set,C,382
16,4,tie,,383
1,4,tie,,384
7,4,set,A,385
13,4,tie,,386
12,4,tie,,387
3,4,set,A,388
4,4,set,C,389
1,4,tie,,390
12,4,set,B,391
4,4,set,D,392
5,4,set,C,393
26,4,set,C,394
2,4,tie,,395
8,4,tie,,396
25,4,set,A,397
7,4,set,A,398
13,4,tie,,399
4,4,set,B,400
8,4,set,A,401
12,4,set,B,402
4,4,set,B,403
4,4,set,C,404
4,4,set,D,405
1,4,tie,,406
4,4,set,D,407
40,4,set,A,408
5,4,tie,,409
10,4,set,B,410
3,4,set,D,411
16,4,set,A,412
1,4,tie,,413
4,4,set,B,414
2,4,tie,,415
2,4,tie,,416
7,4,set,B,417
3,4,set,B,418
2,4,tie,,419
4,4,tie,,420
8,4,set,C,421
7,4,tie,,422
18,4,tie,,423
7,4,set,B,424
5,4,set,C,425
8,4,tie,,426
6,4,set,B,427
20,4,set,C,428
6,4,set,B,429
9,4,set,B,430
14,4,tie,,431
3,4,set,D,432
3,4,set,C,433
3,4,tie,,434
7,4,set,A,435
6,4,tie,,436
21,4,set,B,437
4,4,set,A,438
4,4,set,B,439
10,4,set,D,440
6,4,tie,,441
13,4,tie,,442
5,4,set,C,443
10,4,tie,,444
5,4,set,C,445
5,4,tie,,446
4,4,set,B,447
3,4,set,D,448
3,4,tie,,449
13,4,tie,,450
4,4,set,C,451
9,4,tie,,452
11,4,set,A,453
2,4,set,D,454
6,4,tie,,455
5,4,set,B,456
8,4,set,D,457
17,4,set,B,458
14,4,set,A,459
15,4,set,A,460
7,4,set,D,461
8,4,tie,,462
5,4,set,C,463
4,4,set,B,464
10,4,set,C,465
3,4,set,B,466
12,4,tie,,467
4,4,set,D,468
2,4,tie,,469
12,4,set,B,470
3,4,set,D,471
6,4,set,D,472
17,4,set,A,473
6,4,tie,,474
9,4,set,C,475
3,4,set,B,476
9,4,set,D,477
11,4,set,A,478
5,4,set,C,479
15,4,set,A,480
12,4,set,C,481
7,4,set,D,482
2,4,tie,,483
5,4,set,D,484
4,4,set,C,485
10,4,tie,,486
8,4,set,B,487
6,4,set,C,488
7,4,set,C,489
15,4,tie,,490
15,4,tie,,491
5,4,tie,,492
3,4,tie,,493
5,4,set,A,494
11,4,set,D,495
11,4,set,C,496
8,4,set,A,497
7,4,set,A,498
10,4,set,A,499
10,4,set,C,500
9,4,set,A,501
4,4,set,D,502
4,4,set,A,503
2,4,set,A,504
7,4,set,D,505
2,4,set,C,506
11,4,set,B,507
4,4,set,B,508
4,4,set,B,509
1,4,tie,,510
5,4,set,B,511
12,4,set,A,512
7,4,set,A,513
11,4,set,A,514
12,4,set,D,515
4,4,set,C,516
6,4,set,A,517
8,4,set,A,518
5,4,tie,,519
12,4,set,C,520
5,4,tie,,521
8,4,set,D,522
10,4,set,C,523
4,4,set,C,524
8,4,set,A,525
10,4,set,C,526
12,4,tie,,527
2,4,tie,,528
5,4,set,A,529
6,4,set,C,530
4,4,tie,,531
19,4,set,A,532
2,4,set,C,533
5,4,tie,,534
14,4,tie,,535
26,4,tie,,536
4,4,set,D,537
4,4,set,D,538
3,4,tie,,539
5,4,set,D,540
29,4,set,A,541
2,4,set,A,542
3,4,set,C,543
22,4,set,D,544
4,4,set,C,545
19,4,tie,,546
7,4,tie,,547
20,4,tie,,548
8,4,set,B,549
1,4,tie,,550
3,4,tie,,551
7,4,set,A,552
4,4,set,A,553
3,4,set,C,554
5,4,set,D,555
4,4,set,C,556
3,4,set,B,557
11,4,set,C,558
5,4,set,D,559
4,4,set,A,560
6,4,set,C,561
7,4,set,B,562
9,4,tie,,563
8,4,set,D,564
4,4,set,B,565
6,4,set,D,566
18,4,set,D,567
15,4,set,C,568
4,4,set,A,569
9,4,set,B,570
5,4,set,B,571
12,4,set,C,572
6,4,set,A,573
4,4,set,B,574
3,4,set,A,575
17,4,set,A,576
3,4,tie,,577
5,4,set,D,578
33,4,set,D,579
1,4,tie,,580
6,4,set,A,581
6,4,set,D,582
3,4,set,D,583
5,4,set,D,584
18,4,set,D,585
3,4,set,C,586
45,4,tie,,587
16,4,tie,,588
7,4,set,A,589
5,4,set,B,590
3,4,set,D,591
4,4,tie,,592
2,4,set,B,593
3,4,tie,,594
22,4,set,C,595
1,4,tie,,596
1,4,tie,,597
5,4,set,A,598
15,4,tie,,599
4,4,set,A,600
5,4,set,D,601
1,4,tie,,602
3,4,set,C,603
11,4,set,D,604
8,4,set,A,605
9,4,tie,,606
6,4,set,D,607
10,4,set,B,608
26,4,tie,,609
12,4,set,C,610
1,4,tie,,611
8,4,set,D,612
7,4,set,C,613
11,4,tie,,614
5,4,set,A,615
9,4,set,B,616
12,4,set,C,617
9,4,set,A,618
5,4,set,C,619
5,4,set,C,620
4,4,set,B,621
6,4,set,D,622
10,4,set,C,623
5,4,set,B,624
7,4,set,D,625
10,4,set,C,626
4,4,set,A,627
4,4,set,D,628
7,4,set,A,629
5,4,set,A,630
6,4,set,D,631
5,4,set,A,632
5,4,set,A,633
5,4,set,C,634
11,4,set,D,635
11,4,set,D,636
11,4,set,C,637
3,4,tie,,638
4,4,set,B,639
14,4,set,D,640
5,4,set,B,641
4,4,set,A,642
4,4,tie,,643
11,4,set,B,644
6,4,set,B,645
8,4,set,A,646
2,4,tie,,647
6,4,set,D,648
3,4,tie,,649
4,4,set,C,650
5,4,set,B,651
4,4,set,D,652
11,4,tie,,653
10,4,set,C,654
3,4,set,D,655
2,4,set,D,656
3,4,set,B,657
14,4,set,B,658
9,4,set,B,659
5,4,set,D,660
23,4,set,B,661
5,4,set,D,662
5,4,set,C,663
9,4,set,A,664
5,4,set,C,665
6,4,set,C,666
5,4,tie,,667
8,4,set,C,668
4,4,set,A,669
4,4,set,D,670
3,4,set,A,671
1,4,tie,,672
14,4,set,C,673
9,4,set,A,674
6,4,set,B,675
7,4,set,D,676
10,4,set,B,677
12,4,set,D,678
9,4,set,B,679
7,4,set,A,680
14,4,set,B,681
32,4,set,C,682
5,4,set,D,683
6,4,set,D,684
5,4,set,C,685
4,4,set,B,686
6,4,set,A,687
7,4,set,B,688
3,4,set,B,689
4,4,set,A,690
5,4,set,A,691
5,4,set,A,692
7,4,set,B,693
6,4,set,B,694
2,4,tie,,695
4,4,set,A,696
7,4,set,A,697
4,4,set,B,698
18,4,set,B,699
15,4,tie,,700
8,4,set,C,701
6,4,set,C,702
12,4,set,B,703
21,4,set,D,704
3,4,set,B,705
15,4,set,B,706
5,4,set,A,707
4,4,set,A,708
3,4,set,D,709
5,4,set,A,710
5,4,set,B,711
9,4,set,A,712
4,4,tie,,713
4,4,tie,,714
36,4,set,C,715
3,4,set,D,716
4,4,set,C,717
4,4,tie,,718
5,4,set,C,719
5,4,set,B,720
14,4,tie,,721
11,4,set,A,722
4,4,set,A,723
4,4,tie,,724
4,4,set,B,725
5,4,set,C,726
11,4,set,B,727
4,4,tie,,728
7,4,set,C,729
4,4,set,A,730
5,4,set,C,731
6,4,tie,,732
5,4,set,D,733
5,4,set,C,734
3,4,set,B,735
5,4,set,A,736
11,4,set,C,737
3,4,set,C,738
10,4,set,B,739
6,4,set,D,740
10,4,tie,,741
4,4,set,A,742
5,4,set,A,743
3,4,set,A,744
3,4,set,D,745
3,4,set,A,746
11,4,set,D,747
13,4,set,D,748
1,4,tie,,749
8,4,set,B,750
4,4,set,B,751
3,4,set,B,752
17,4,set,A,753
2,4,set,D,754
4,4,set,B,755
3,4,tie,,756
17,4,tie,,757
15,4,tie,,758
4,4,set,A,759
2,4,set,D,760
3,4,tie,,761
3,4,set,B,762
5,4,tie,,763
6,4,tie,,764
8,4,tie,,765
10,4,set,B,766
8,4,set,D,767
17,4,set,B,768
1,4,tie,,769
3,4,set,D,770
35,4,set,D,771
10,4,set,B,772
8,4,tie,,773
10,4,tie,,774
9,4,set,D,775
2,4,tie,,776
5,4,set,D,777
8,4,set,B,778
9,4,set,C,779
3,4,set,C,780
13,4,tie,,781
19,4,tie,,782
8,4,set,A,783
12,4,set,D,784
8,4,set,B,785
12,4,set,B,786
6,4,set,A,787
15,4,set,B,788
21,4,tie,,789
6,4,tie,,790
3,4,set,C,791
8,4,set,D,792
7,4,set,A,793
7,4,set,B,794
5,4,set,A,795
1,4,tie,,796
6,4,set,A,797
2,4,set,D,798
6,4,set,D,799
4,4,set,A,800
10,4,set,C,801
5,4,set,A,802
10,4,set,A,803
21,4,set,A,804
16,4,set,C,805
22,4,set,A,806
2,4,set,D,807
6,4,tie,,808
8,4,set,C,809
3,4,tie,,810
15,4,set,A,811
3,4,set,A,812
14,4,set,B,813
12,4,set,A,814
6,4,set,B,815
8,4,set,B,816
24,4,set,D,817
7,4,tie,,818
12,4,set,B,819
3,4,set,D,820
3,4,set,A,821
25,4,set,B,822
16,4,tie,,823
9,4,set,D,824
9,4,set,B,825
6,4,tie,,826
3,4,tie,,827
6,4,set,A,828
8,4,set,D,829
16,4,set,B,830
6,4,set,B,831
9,4,set,D,832
1,4,tie,,833
4,4,set,B,834
6,4,set,A,835
7,4,set,A,836
4,4,set,B,837
21,4,set,C,838
10,4,set,C,839
14,4,set,D,840
10,4,set,D,841
7,4,set,A,842
3,4,set,C,843
10,4,set,A,844
1,4,tie,,845
1,4,tie,,846
5,4,set,C,847
3,4,tie,,848
10,4,set,A,849
7,4,set,B,850
4,4,set,A,851
11,4,set,D,852
2,4,set,D,853
5,4,set,D,854
19,4,tie,,855
9,4,tie,,856
4,4,set,C,857
4,4,set,C,858
6,4,set,A,859
1,4,tie,,860
4,4,set,B,861
11,4,set,B,862
8,4,set,B,863
6,4,set,B,864
6,4,set,A,865
6,4,set,D,866
5,4,set,B,867
11,4,set,B,868
1,4,tie,,869
2,4,tie,,870
7,4,set,B,871
12,4,set,D,872
4,4,set,A,873
4,4,set,D,874
1,4,tie,,875
1,4,tie,,876
9,4,tie,,877
9,4,set,D,878
4,4,set,D,879
12,4,tie,,880
8,4,set,D,881
3,4,set,B,882
14,4,set,B,883
10,4,set,A,884
6,4,set,D,885
6,4,set,A,886
4,4,set,B,887
18,4,set,A,888
11,4,set,D,889
6,4,set,C,890
5,4,tie,,891
2,4,set,B,892
5,4,tie,,893
5,4,set,D,894
6,4,set,A,895
6,4,set,D,896
12,4,set,C,897
4,4,set,C,898
21,4,set,B,899
5,4,set,B,900
3,4,set,C,901
2,4,tie,,902
5,4,set,C,903
1,4,tie,,904
4,4,tie,,905
10,4,set,B,906
7,4,set,B,907
8,4,set,B,908
1,4,tie,,909
1,4,tie,,910
8,4,set,A,911
6,4,set,B,912
12,4,set,C,913
4,4,set,A,914
3,4,set,A,915
13,4,set,D,916
41,4,set,B,917
13,4,set,B,918
4,4,set,B,919
7,4,set,C,920
4,4,set,A,921
6,4,set,D,922
27,4,set,B,923
21,4,set,C,924
10,4,set,A,925
7,4,tie,,926
5,4,set,B,927
7,4,set,D,928
4,4,set,D,929
19,4,tie,,930
26,4,set,D,931
18,4,set,B,932
7,4,set,C,933
8,4,set,C,934
6,4,set,A,935
3,4,set,C,936
5,4,set,B,937
11,4,set,D,938
8,4,tie,,939
3,4,set,B,940
5,4,set,D,941
4,4,set,B,942
9,4,set,C,943
5,4,tie,,944
7,4,set,C,945
10,4,set,C,946
3,4,set,C,947
1,4,tie,,948
3,4,set,D,949
20,4,set,C,950
7,4,set,A,951
3,4,tie,,952
11,4,set,A,953
8,4,set,B,954
15,4,set,D,955
4,4,set,D,956
5,4,set,A,957
8,4,set,A,958
7,4,tie,,959
4,4,tie,,960
9,4,set,D,961
6,4,set,C,962
9,4,set,D,963
4,4,tie,,964
5,4,set,D,965
1,4,tie,,966
2,4,tie,,967
2,4,set,D,968
12,4,tie,,969
10,4,set,C,970
17,4,tie,,971
4,4,set,B,972
6,4,set,C,973
7,4,tie,,974
5,4,set,A,975
1,4,tie,,976
3,4,set,A,977
7,4,tie,,978
4,4,set,A,979
6,4,set,D,980
9,4,tie,,981
8,4,set,C,982
5,4,set,D,983
10,4,tie,,984
9,4,set,A,985
6,4,set,A,986
9,4,set,A,987
4,4,tie,,988
6,4,set,D,989
5,4,set,C,990
4,4,set,D,991
4,4,set,A,992
1,4,tie,,993
20,4,set,A,994
4,4,set,C,995
6,4,set,B,996
3,4,set,D,997
5,4,set,A,998
9,4,set,A,999
5,4,set,D,1000
10,4,set,D,1001
3,4,set,A,1002
6,4,set,C,1003
8,4,tie,,1004
3,4,set,C,1005
5,4,set,C,1006
3,4,set,D,1007
17,4,set,A,1008
6,4,set,A,1009
2,4,tie,,1010
6,4,set,C,1011
30,4,set,A,1012
24,4,set,B,1013
9,4,set,A,1014
3,4,set,A,1015
5,4,set,A,1016
5,4,set,B,1017
2,4,set,D,1018
11,4,tie,,1019
5,4,set,C,1020
5,4,set,A,1021
2,4,set,C,1022
6,4,set,A,1023
4,4,set,B,1024
7,4,set,C,1025
10,4,set,A,1026
4,4,tie,,1027
3,4,set,B,1028
16,4,tie,,1029
2,4,set,B,1030
6,4,set,C,1031
1,4,tie,,1032
3,4,set,C,1033
17,4,set,D,1034
5,4,set,B,1035
7,4,set,B,1036
11,4,set,A,1037
15,4,tie,,1038
1,4,tie,,1039
4,4,set,B,1040
18,4,set,D,1041
1,4,tie,,1042
2,4,tie,,1043
3,4,set,B,1044
1,4,tie,,1045
14,4,tie,,1046
2,4,tie,,1047
3,4,set,B,1048
4,4,set,C,1049
14,4,set,C,1050
24,4,set,C,1051
9,4,set,C,1052
4,4,tie,,1053
9,4,set,C,1054
1,4,tie,,1055
4,4,set,D,1056
1,4,tie,,1057
7,4,set,C,1058
18,4,set,A,1059
7,4,set,A,1060
3,4,set,C,1061
4,4,set,B,1062
6,4,set,D,1063
4,4,tie,,1064
6,4,set,B,1065
12,4,set,A,1066
2,4,tie,,1067
4,4,set,A,1068
4,4,set,A,1069
9,4,set,B,1070
11,4,set,B,1071
9,4,tie,,1072
28,4,tie,,1073
5,4,tie,,1074
8,4,set,B,1075
7,4,set,A,1076
5,4,tie,,1077
8,4,set,B,1078
4,4,set,C,1079
4,4,tie,,1080
4,4,set,A,1081
8,4,set,C,1082
5,4,set,A,1083
5,4,set,D,1084
7,4,set,B,1085
7,4,set,D,1086
14,4,set,A,1087
12,4,set,C,1088
8,4,set,D,1089
8,4,set,B,1090
9,4,tie,,1091
10,4,set,C,1092
4,4,tie,,1093
9,4,set,C,1094
20,4,tie,,1095
4,4,set,C,1096
9,4,set,C,1097
4,4,set,D,1098
6,4,set,D,1099
6,4,set,B,1100
8,4,set,D,1101
23,4,set,C,1102
9,4,set,A,1103
16,4,set,B,1104
10,4,set,B,1105
3,4,set,C,1106
1,4,tie,,1107
2,4,set,D,1108
4,4,set,D,1109
1,4,tie,,1110
5,4,set,B,1111
4,4,tie,,1112
13,4,set,A,1113
3,4,set,C,1114
3,4,set,D,1115
5,4,tie,,1116
4,4,tie,,1117
6,4,set,D,1118
11,4,set,D,1119
10,4,set,B,1120
4,4,set,A,1121
9,4,set,A,1122
2,4,set,D,1123
3,4,tie,,1124
13,4,set,A,1125
9,4,set,B,1126
5,4,set,D,1127
7,4,set,B,1128
10,4,set,C,1129
14,4,set,C,1130
5,4,set,B,1131
2,4,set,C,1132
2,4,tie,,1133
2,4,tie,,1134
4,4,set,A,1135
1,4,tie,,1136
6,4,set,A,1137
16,4,set,C,1138
5,4,set,A,1139
29,4,set,B,1140
6,4,set,B,1141
2,4,tie,,1142
19,4,set,D,1143
5,4,set,D,1144
15,4,tie,,1145
8,4,tie,,1146
3,4,set,A,1147
21,4,tie,,1148
3,4,tie,,1149
8,4,set,D,1150
24,4,tie,,1151
9,4,tie,,1152
2,4,tie,,1153
12,4,set,C,1154
19,4,tie,,1155
11,4,tie,,1156
20,4,set,C,1157
14,4,set,D,1158
6,4,tie,,1159
2,4,set,B,1160
13,4,set,A,1161
10,4,tie,,1162
8,4,set,A,1163
23,4,set,C,1164
5,4,set,B,1165
9,4,set,A,1166
4,4,set,B,1167
23,4,set,B,1168
3,4,tie,,1169
9,4,set,C,1170
1,4,tie,,1171
14,4,set,C,1172
8,4,set,A,1173
10,4,tie,,1174
6,4,set,D,1175
7,4,set,A,1176
10,4,set,B,1177
1,4,tie,,1178
26,4,set,C,1179
6,4,set,A,1180
6,4,set,B,1181
9,4,set,D,1182
11,4,set,A,1183
3,4,set,D,1184
7,4,set,B,1185
4,4,tie,,1186
4,4,set,B,1187
14,4,set,C,1188
14,4,set,B,1189
15,4,tie,,1190
11,4,set,C,1191
3,4,set,A,1192
6,4,tie,,1193
4,4,set,A,1194
3,4,tie,,1195
6,4,set,B,1196
5,4,set,D,1197
6,4,set,D,1198
12,4,set,D,1199
5,4,set,A,1200
9,4,set,B,1201
3,4,set,B,1202
3,4,set,B,1203
13,4,set,C,1204
19,4,set,B,1205
6,4,tie,,1206
10,4,set,B,1207
7,4,set,A,1208
3,4,set,B,1209
16,4,set,C,1210
9,4,set,C,1211
1,4,tie,,1212
14,4,set,B,1213
15,4,set,C,1214
2,4,set,B,1215
17,4,tie,,1216
5,4,set,C,1217
1,4,tie,,1218
4,4,set,C,1219
7,4,set,B,1220
4,4,set,A,1221
5,4,set,D,1222
26,4,set,A,1223
7,4,set,B,1224
4,4,set,B,1225
9,4,set,A,1226
6,4,tie,,1227
4,4,set,B,1228
4,4,tie,,1229
12,4,set,D,1230
8,4,set,C,1231
2,4,tie,,1232
6,4,set,A,1233
1,4,tie,,1234
9,4,set,A,1235
10,4,set,B,1236
7,4,set,A,1237
4,4,set,A,1238
4,4,tie,,1239
3,4,tie,,1240
1,4,tie,,1241
9,4,set,A,1242
9,4,set,B,1243
15,4,set,B,1244
6,4,set,A,1245
4,4,set,C,1246
17,4,set,D,1247
16,4,set,D,1248
18,4,set,A,1249
11,4,set,A,1250
6,4,set,A,1251
12,4,tie,,1252
3,4,tie,,1253
1,4,tie,,1254
7,4,set,A,1255
3,4,tie,,1256
2,4,tie,,1257
7,4,set,A,1258
16,4,set,C,1259
6,4,set,B,1260
1,4,tie,,1261
1,4,tie,,1262
4,4,tie,,1263
6,4,tie,,1264
5,4,set,A,1265
9,4,set,D,1266
11,4,set,B,1267
12,4,set,C,1268
5,4,set,C,1269
11,4,set,C,1270
10,4,set,C,1271
3,4,set,A,1272
9,4,set,A,1273
8,4,tie,,1274
13,4,set,B,1275
11,4,set,C,1276
13,4,tie,,1277
3,4,tie,,1278
6,4,tie,,1279
5,4,set,D,1280
7,4,set,B,1281
19,4,tie,,1282
3,4,set,A,1283
1,4,tie,,1284
14,4,set,D,1285
8,4,set,C,1286
2,4,set,A,1287
6,4,set,A,1288
1,4,tie,,1289
2,4,set,D,1290
20,4,set,D,1291
8,4,set,A,1292
4,4,set,A,1293
12,4,tie,,1294
5,4,set,A,1295
5,4,set,A,1296
9,4,set,D,1297
6,4,set,B,1298
3,4,set,B,1299
15,4,set,C,1300
5,4,set,C,1301
2,4,set,C,1302
11,4,set,D,1303
11,4,set,D,1304
2,4,tie,,1305
11,4,set,D,1306
4,4,set,B,1307
27,4,set,D,1308
10,4,set,C,1309
8,4,set,C,1310
13,4,set,C,1311
1,4,tie,,1312
3,4,set,A,1313
17,4,tie,,1314
7,4,set,A,1315
3,4,set,C,1316
5,4,set,D,1317
9,4,set,B,1318
3,4,set,B,1319
27,4,tie,,1320
5,4,set,B,1321
12,4,set,A,1322
5,4,tie,,1323
5,4,set,D,1324
4,4,set,D,1325
31,4,tie,,1326
11,4,tie,,1327
26,4,set,C,1328
38,4,set,B,1329
4,4,set,B,1330
4,4,tie,,1331
5,4,set,B,1332
13,4,set,B,1333
4,4,set,D,1334
12,4,tie,,1335
12,4,set,B,1336
1,4,tie,,1337
3,4,set,D,1338
3,4,set,D,1339
4,4,set,A,1340
1,4,tie,,1341
11,4,set,A,1342
21,4,set,B,1343
4,4,tie,,1344
2,4,set,C,1345
4,4,set,A,1346
16,4,set,A,1347
2,4,set,D,1348
16,4,set,B,1349
10,4,set,A,1350
4,4,set,D,1351
9,4,set,B,1352
9,4,set,C,1353
6,4,set,D,1354
9,4,tie,,1355
5,4,set,C,1356
4,4,set,D,1357
4,4,set,A,1358
4,4,set,B,1359
4,4,tie,,1360
