end_rounds,n_players,result,winner,iter
16,2,set,B,112
13,2,set,B,113
18,2,set,B,114
13,2,set,B,115
39,2,set,A,116
26,2,set,A,117
7,2,set,B,118
46,2,set,B,119
6,2,set,A,120
23,2,set,B,121
3,2,set,B,122
10,2,set,B,123
13,2,set,B,124
8,2,set,B,125
16,2,set,B,126
38,2,set,B,127
28,2,set,B,128
22,2,set,B,129
2,2,set,A,130
9,2,set,B,131
19,2,set,A,132
8,2,set,B,133
8,2,set,A,134
5,2,set,B,135
6,2,set,B,136
4,2,set,B,137
7,2,set,B,138
11,2,set,A,139
7,2,set,A,140
5,2,set,A,141
9,2,set,B,142
10,2,set,B,143
40,2,set,B,144
10,2,set,B,145
17,2,set,A,146
22,2,set,B,147
51,2,set,A,148
17,2,set,A,149
22,2,set,B,150
33,2,set,A,151
17,2,set,A,152
39,2,set,A,153
25,2,set,A,154
17,2,set,B,155
5,2,set,A,156
4,2,set,B,157
20,2,set,A,158
13,2,set,A,159
34,2,set,A,160
6,2,set,A,161
8,2,set,B,162
10,2,set,A,163
4,2,set,A,164
16,2,set,B,165
11,2,set,B,166
6,2,set,A,167
18,2,set,B,168
10,2,set,B,169
48,2,set,B,170
13,2,set,B,171
12,2,set,B,172
5,2,set,A,173
9,2,set,A,174
6,2,set,A,175
25,2,set,A,176
11,2,set,A,177
28,2,set,A,178
18,2,set,B,179
21,2,set,A,180
24,2,set,B,181
22,2,set,B,182
25,2,set,B,183
13,2,set,B,184
8,2,set,A,185
5,2,set,A,186
3,2,set,A,187
9,2,set,B,188
61,2,set,A,189
4,2,set,A,190
12,2,set,B,191
5,2,set,B,192
23,2,set,A,193
3,2,set,A,194
13,2,set,B,195
6,2,set,B,196
7,2,set,A,197
25,2,set,A,198
18,2,set,B,199
10,2,set,B,200
33,2,set,B,201
9,2,set,B,202
3,2,set,B,203
16,2,set,B,204
25,2,set,B,205
11,2,set,A,206
3,2,set,B,207
10,2,set,B,208
23,2,set,B,209
6,2,set,B,210
9,2,set,B,211
2,2,set,B,212
22,2,set,B,213
4,2,set,A,214
30,2,set,A,215
11,2,set,A,216
18,2,set,A,217
13,2,set,A,218
9,2,set,A,219
20,2,set,B,220
18,2,set,A,221
20,2,set,B,222
9,2,set,A,223
11,2,set,B,224
12,2,set,B,225
3,2,set,A,226
15,2,set,A,227
78,2,set,B,228
26,2,set,A,229
5,2,set,A,230
26,2,set,B,231
9,2,set,B,232
8,2,set,B,233
2,2,set,B,234
4,2,set,B,235
10,2,set,B,236
23,2,set,A,237
4,2,set,B,238
11,2,set,A,239
4,2,set,B,240
27,2,set,B,241
9,2,set,A,242
2,2,set,B,243
3,2,set,A,244
5,2,set,A,245
4,2,set,A,246
26,2,set,B,247
7,2,set,B,248
5,2,set,A,249
36,2,set,B,250
19,2,set,A,251
12,2,set,A,252
9,2,set,A,253
9,2,set,A,254
34,2,set,B,255
8,2,set,B,256
29,2,set,B,257
3,2,set,B,258
7,2,set,B,259
16,2,set,A,260
10,2,set,B,261
2,2,set,B,262
12,2,set,A,263
30,2,set,A,264
16,2,set,B,265
15,2,set,A,266
10,2,set,A,267
6,2,set,A,268
13,2,set,B,269
32,2,set,A,270
18,2,set,B,271
16,2,set,B,272
8,2,set,B,273
32,2,set,A,274
9,2,set,A,275
42,2,set,A,276
10,2,set,B,277
71,2,set,A,278
24,2,set,A,279
7,2,set,B,280
40,2,set,B,281
76,2,set,A,282
4,2,set,B,283
3,2,set,B,284
23,2,set,B,285
10,2,set,A,286
44,2,set,A,287
3,2,set,B,288
49,2,set,A,289
8,2,set,B,290
8,2,set,A,291
4,2,set,B,292
14,2,set,B,293
16,2,set,A,294
34,2,set,A,295
26,2,set,A,296
43,2,set,A,297
82,2,set,B,298
12,2,set,A,299
41,2,set,B,300
8,2,set,B,301
12,2,set,A,302
34,2,set,A,303
3,2,set,A,304
57,2,set,A,305
3,2,set,A,306
8,2,set,B,307
18,2,set,B,308
7,2,set,B,309
49,2,set,B,310
43,2,set,A,311
36,2,set,A,312
8,2,set,B,313
25,2,set,B,314
13,2,set,A,315
25,2,set,A,316
13,2,set,B,317
12,2,set,A,318
4,2,set,A,319
12,2,set,B,320
31,2,set,A,321
19,2,set,B,322
4,2,set,B,323
13,2,set,B,324
19,2,set,A,325
11,2,set,B,326
13,2,set,A,327
83,2,set,A,328
59,2,set,A,329
7,2,set,B,330
5,2,set,A,331
8,2,set,A,332
6,2,set,B,333
7,2,set,B,334
49,2,set,A,335
72,2,set,B,336
5,2,set,B,337
6,2,set,B,338
20,2,set,A,339
57,2,set,A,340
31,2,set,A,341
30,2,set,B,342
19,2,set,A,343
19,2,set,B,344
53,2,set,A,345
3,2,set,B,346
15,2,set,B,347
15,2,set,A,348
14,2,set,A,349
11,2,set,B,350
9,2,set,A,351
9,2,set,B,352
12,2,set,A,353
11,2,set,A,354
30,2,set,B,355
11,2,set,B,356
2,2,set,A,357
22,2,set,A,358
10,2,set,B,359
20,2,set,B,360
9,2,set,A,361
2,2,set,A,362
12,2,set,B,363
4,2,set,A,364
16,2,set,A,365
6,2,set,B,366
51,2,set,A,367
9,2,set,A,368
15,2,set,A,369
23,2,set,A,370
10,2,set,A,371
34,2,set,A,372
7,2,set,B,373
15,2,set,A,374
6,2,set,A,375
10,2,set,B,376
9,2,set,A,377
66,2,set,B,378
6,2,set,B,379
26,2,set,B,380
6,2,set,A,381
38,2,set,B,382
2,2,set,B,383
31,2,set,B,384
15,2,set,A,385
12,2,set,A,386
6,2,set,A,387
5,2,set,B,388
45,2,set,A,389
9,2,set,B,390
25,2,set,B,391
38,2,set,A,392
10,2,set,B,393
37,2,set,B,394
23,2,set,B,395
8,2,set,A,396
6,2,set,A,397
8,2,set,A,398
20,2,set,A,399
3,2,set,B,400
9,2,set,A,401
21,2,set,B,402
6,2,set,A,403
11,2,set,A,404
6,2,set,B,405
19,2,set,B,406
17,2,set,A,407
69,2,set,A,408
8,2,set,B,409
8,2,set,A,410
9,2,set,A,411
10,2,set,A,412
41,2,set,A,413
8,2,set,B,414
3,2,set,B,415
23,2,set,B,416
6,2,set,B,417
38,2,set,A,418
13,2,set,A,419
3,2,set,A,420
15,2,set,B,421
14,2,set,A,422
11,2,set,A,423
7,2,set,A,424
3,2,set,A,425
27,2,set,B,426
29,2,set,B,427
12,2,set,B,428
9,2,set,A,429
28,2,set,A,430
37,2,set,B,431
9,2,set,A,432
10,2,set,A,433
26,2,set,A,434
13,2,set,B,435
5,2,set,A,436
21,2,set,B,437
5,2,set,A,438
11,2,set,B,439
11,2,set,A,440
37,2,set,A,441
49,2,set,B,442
20,2,set,B,443
8,2,set,A,444
30,2,set,A,445
2,2,set,A,446
17,2,set,A,447
46,2,set,A,448
10,2,set,A,449
3,2,set,A,450
36,2,set,A,451
15,2,set,A,452
46,2,set,B,453
17,2,set,A,454
17,2,set,A,455
6,2,set,B,456
15,2,set,A,457
28,2,set,A,458
14,2,set,B,459
8,2,set,A,460
3,2,set,B,461
36,2,set,A,462
15,2,set,B,463
4,2,set,A,464
18,2,set,A,465
33,2,set,B,466
29,2,set,A,467
9,2,set,B,468
4,2,set,B,469
7,2,set,A,470
10,2,set,B,471
73,2,set,A,472
45,2,set,A,473
7,2,set,B,474
47,2,set,B,475
44,2,set,A,476
5,2,set,A,477
3,2,set,B,478
66,2,set,A,479
8,2,set,B,480
37,2,set,B,481
5,2,set,B,482
25,2,set,A,483
7,2,set,B,484
18,2,set,A,485
7,2,set,B,486
9,2,set,A,487
8,2,set,A,488
87,2,set,A,489
15,2,set,A,490
8,2,set,B,491
6,2,set,B,492
20,2,set,A,493
22,2,set,B,494
5,2,set,B,495
4,2,set,B,496
8,2,set,B,497
4,2,set,A,498
35,2,set,A,499
4,2,set,A,500
29,2,set,A,501
2,2,set,B,502
4,2,set,A,503
53,2,set,B,504
6,2,set,B,505
21,2,set,A,506
21,2,set,B,507
5,2,set,B,508
67,2,set,A,509
12,2,set,B,510
12,2,set,A,511
19,2,set,B,512
51,2,set,A,513
7,2,set,A,514
24,2,set,A,515
8,2,set,A,516
5,2,set,A,517
30,2,set,B,518
44,2,set,B,519
22,2,set,B,520
15,2,set,B,521
4,2,set,B,522
8,2,set,B,523
4,2,set,A,524
4,2,set,B,525
52,2,set,A,526
45,2,set,A,527
92,2,set,A,528
4,2,set,A,529
21,2,set,B,530
32,2,set,A,531
11,2,set,A,532
28,2,set,A,533
25,2,set,B,534
4,2,set,A,535
38,2,set,B,536
31,2,set,B,537
7,2,set,B,538
2,2,set,A,539
16,2,set,B,540
19,2,set,A,541
13,2,set,A,542
7,2,set,B,543
40,2,set,A,544
11,2,set,B,545
13,2,set,B,546
19,2,set,A,547
12,2,set,B,548
46,2,set,B,549
104,2,set,B,550
15,2,set,B,551
7,2,set,A,552
12,2,set,A,553
6,2,set,B,554
17,2,set,B,555
15,2,set,B,556
6,2,set,B,557
51,2,set,A,558
6,2,set,A,559
5,2,set,B,560
32,2,set,B,561
8,2,set,A,562
76,2,set,A,563
36,2,set,A,564
18,2,set,B,565
7,2,set,A,566
43,2,set,A,567
17,2,set,A,568
28,2,set,A,569
15,2,set,B,570
6,2,set,A,571
25,2,set,A,572
7,2,set,B,573
10,2,set,B,574
27,2,set,A,575
31,2,set,B,576
4,2,set,A,577
5,2,set,B,578
28,2,set,A,579
2,2,set,A,580
25,2,set,A,581
10,2,set,B,582
3,2,set,A,583
10,2,set,A,584
18,2,set,A,585
38,2,set,A,586
18,2,set,B,587
10,2,set,A,588
47,2,set,A,589
3,2,set,B,590
2,2,set,A,591
11,2,set,B,592
8,2,set,A,593
37,2,set,B,594
9,2,set,B,595
23,2,set,A,596
9,2,set,A,597
39,2,set,B,598
9,2,set,B,599
6,2,set,B,600
73,2,set,A,601
2,2,set,A,602
66,2,set,B,603
22,2,set,B,604
10,2,set,A,605
6,2,set,B,606
7,2,set,B,607
51,2,set,B,608
65,2,set,A,609
28,2,set,B,610
8,2,set,B,611
16,2,set,B,612
2,2,set,B,613
40,2,set,A,614
38,2,set,B,615
14,2,set,A,616
40,2,set,B,617
15,2,set,A,618
9,2,set,A,619
10,2,set,A,620
43,2,set,B,621
10,2,set,B,622
7,2,set,B,623
40,2,set,B,624
10,2,set,B,625
7,2,set,A,626
21,2,set,B,627
10,2,set,A,628
6,2,set,A,629
13,2,set,A,630
4,2,set,B,631
10,2,set,B,632
9,2,set,A,633
4,2,set,A,634
15,2,set,A,635
3,2,set,B,636
20,2,set,A,637
6,2,set,A,638
24,2,set,A,639
28,2,set,A,640
13,2,set,B,641
20,2,set,A,642
7,2,set,A,643
4,2,set,A,644
10,2,set,A,645
12,2,set,A,646
45,2,set,A,647
18,2,set,B,648
24,2,set,A,649
12,2,set,B,650
50,2,set,B,651
49,2,set,B,652
7,2,set,B,653
16,2,set,A,654
22,2,set,B,655
20,2,set,A,656
8,2,set,A,657
10,2,set,B,658
45,2,set,B,659
20,2,set,B,660
37,2,set,B,661
3,2,set,A,662
31,2,set,B,663
30,2,set,A,664
6,2,set,A,665
14,2,set,A,666
13,2,set,A,667
14,2,set,B,668
11,2,set,B,669
43,2,set,B,670
9,2,set,B,671
10,2,set,A,672
18,2,set,A,673
10,2,set,B,674
21,2,set,B,675
73,2,set,B,676
27,2,set,B,677
10,2,set,A,678
12,2,set,A,679
4,2,set,B,680
15,2,set,B,681
19,2,set,B,682
2,2,set,A,683
4,2,set,B,684
7,2,set,A,685
8,2,set,A,686
8,2,set,B,687
4,2,set,B,688
54,2,set,B,689
6,2,set,B,690
6,2,set,A,691
13,2,set,B,692
20,2,set,A,693
4,2,set,A,694
14,2,set,B,695
8,2,set,B,696
4,2,set,B,697
16,2,set,A,698
18,2,set,A,699
6,2,set,A,700
13,2,set,B,701
64,2,set,B,702
27,2,set,A,703
8,2,set,A,704
3,2,set,B,705
4,2,set,A,706
35,2,set,B,707
50,2,set,A,708
5,2,set,B,709
26,2,set,A,710
8,2,set,B,711
9,2,set,B,712
12,2,set,B,713
68,2,set,A,714
13,2,set,B,715
8,2,set,A,716
6,2,set,A,717
11,2,set,A,718
67,2,set,B,719
6,2,set,A,720
23,2,set,B,721
5,2,set,B,722
10,2,set,B,723
22,2,set,B,724
17,2,set,A,725
7,2,set,B,726
3,2,set,B,727
39,2,set,B,728
5,2,set,A,729
73,2,set,A,730
9,2,set,A,731
4,2,set,A,732
29,2,set,A,733
3,2,set,B,734
33,2,set,A,735
20,2,set,B,736
10,2,set,B,737
4,2,set,A,738
4,2,set,B,739
24,2,set,A,740
5,2,set,B,741
3,2,set,B,742
29,2,set,B,743
25,2,set,A,744
22,2,set,B,745
16,2,set,A,746
28,2,set,B,747
18,2,set,A,748
5,2,set,B,749
3,2,set,B,750
32,2,set,B,751
13,2,set,A,752
56,2,set,B,753
28,2,set,A,754
11,2,set,B,755
8,2,set,A,756
4,2,set,A,757
43,2,set,B,758
7,2,set,B,759
17,2,set,A,760
3,2,set,A,761
24,2,set,A,762
15,2,set,B,763
12,2,set,B,764
21,2,set,B,765
9,2,set,A,766
3,2,set,B,767
10,2,set,B,768
27,2,set,B,769
12,2,set,A,770
34,2,set,A,771
5,2,set,B,772
30,2,set,B,773
4,2,set,B,774
18,2,set,A,775
25,2,set,B,776
9,2,set,A,777
11,2,set,A,778
11,2,set,A,779
8,2,set,B,780
34,2,set,B,781
31,2,set,A,782
46,2,set,B,783
7,2,set,A,784
33,2,set,A,785
29,2,set,B,786
53,2,set,B,787
26,2,set,B,788
18,2,set,A,789
19,2,set,B,790
30,2,set,A,791
23,2,set,A,792
11,2,set,B,793
12,2,set,B,794
6,2,set,B,795
11,2,set,A,796
6,2,set,B,797
3,2,set,B,798
23,2,set,B,799
16,2,set,B,800
13,2,set,B,801
23,2,set,A,802
9,2,set,B,803
45,2,set,B,804
3,2,set,A,805
59,2,set,A,806
8,2,set,B,807
33,2,set,A,808
30,2,set,B,809
17,2,set,A,810
3,2,set,B,811
12,2,set,A,812
14,2,set,B,813
6,2,set,A,814
3,2,set,B,815
11,2,set,B,816
3,2,set,B,817
7,2,set,A,818
10,2,set,B,819
19,2,set,A,820
5,2,set,B,821
7,2,set,A,822
25,2,set,A,823
27,2,set,A,824
20,2,set,B,825
22,2,set,B,826
7,2,set,A,827
3,2,set,A,828
5,2,set,A,829
4,2,set,A,830
19,2,set,A,831
11,2,set,B,832
22,2,set,B,833
4,2,set,A,834
59,2,set,A,835
15,2,set,A,836
4,2,set,B,837
12,2,set,A,838
9,2,set,B,839
26,2,set,B,840
6,2,set,A,841
6,2,set,B,842
4,2,set,B,843
61,2,set,A,844
34,2,set,A,845
11,2,set,B,846
10,2,set,B,847
4,2,set,B,848
5,2,set,A,849
13,2,set,B,850
7,2,set,A,851
18,2,set,B,852
12,2,set,A,853
5,2,set,B,854
19,2,set,B,855
98,2,set,A,856
5,2,set,A,857
8,2,set,A,858
11,2,set,B,859
10,2,set,B,860
6,2,set,A,861
4,2,set,A,862
13,2,set,B,863
14,2,set,A,864
43,2,set,A,865
34,2,set,B,866
28,2,set,B,867
7,2,set,B,868
7,2,set,B,869
12,2,set,A,870
10,2,set,A,871
2,2,set,B,872
19,2,set,B,873
22,2,set,B,874
5,2,set,B,875
7,2,set,A,876
8,2,set,A,877
5,2,set,A,878
13,2,set,A,879
13,2,set,A,880
12,2,set,A,881
18,2,set,B,882
5,2,set,B,883
10,2,set,B,884
4,2,set,B,885
17,2,set,B,886
30,2,set,B,887
17,2,set,A,888
15,2,set,A,889
5,2,set,A,890
5,2,set,A,891
7,2,set,B,892
5,2,set,B,893
21,2,set,A,894
30,2,set,B,895
36,2,set,A,896
17,2,set,A,897
9,2,set,B,898
40,2,set,A,899
21,2,set,A,900
4,2,set,A,901
23,2,set,A,902
14,2,set,A,903
5,2,set,B,904
12,2,set,B,905
26,2,set,A,906
9,2,set,A,907
16,2,set,B,908
24,2,set,B,909
18,2,set,B,910
13,2,set,B,911
3,2,set,A,912
4,2,set,A,913
38,2,set,B,914
10,2,set,B,915
31,2,set,A,916
23,2,set,A,917
19,2,set,A,918
17,2,set,A,919
7,2,set,A,920
12,2,set,A,921
16,2,set,A,922
5,2,set,A,923
22,2,set,A,924
20,2,set,A,925
9,2,set,B,926
45,2,set,B,927
3,2,set,B,928
13,2,set,B,929
9,2,set,B,930
4,2,set,A,931
14,2,set,B,932
11,2,set,A,933
14,2,set,B,934
3,2,set,B,935
7,2,set,A,936
5,2,set,A,937
28,2,set,A,938
14,2,set,A,939
6,2,set,A,940
10,2,set,B,941
16,2,set,A,942
8,2,set,A,943
12,2,set,A,944
5,2,set,B,945
12,2,set,A,946
41,2,set,A,947
10,2,set,A,948
4,2,set,B,949
16,2,set,A,950
28,2,set,A,951
11,2,set,B,952
21,2,set,A,953
5,2,set,B,954
4,2,set,B,955
17,2,set,B,956
16,2,set,B,957
8,2,set,A,958
14,2,set,A,959
46,2,set,B,960
12,2,set,A,961
10,2,set,A,962
6,2,set,A,963
23,2,set,B,964
11,2,set,B,965
3,2,set,A,966
5,2,set,B,967
74,2,set,A,968
7,2,set,A,969
3,2,set,B,970
20,2,set,B,971
24,2,set,B,972
4,2,set,A,973
82,2,set,B,974
35,2,set,B,975
75,2,set,A,976
19,2,set,B,977
3,2,set,B,978
8,2,set,B,979
5,2,set,A,980
6,2,set,A,981
2,2,set,A,982
6,2,set,B,983
13,2,set,A,984
9,2,set,A,985
4,2,set,A,986
8,2,set,A,987
4,2,set,A,988
27,2,set,A,989
70,2,set,B,990
42,2,set,A,991
29,2,set,B,992
8,2,set,A,993
41,2,set,B,994
14,2,set,A,995
3,2,set,B,996
13,2,set,B,997
25,2,set,B,998
15,2,set,A,999
15,2,set,A,1000
3,2,set,A,1001
22,2,set,B,1002
7,2,set,B,1003
19,2,set,B,1004
10,2,set,A,1005
19,2,set,A,1006
11,2,set,B,1007
32,2,set,A,1008
26,2,set,B,1009
15,2,set,A,1010
27,2,set,A,1011
3,2,set,A,1012
6,2,set,B,1013
24,2,set,B,1014
14,2,set,A,1015
16,2,set,B,1016
13,2,set,B,1017
18,2,set,B,1018
24,2,set,A,1019
21,2,set,A,1020
24,2,set,B,1021
32,2,set,A,1022
18,2,set,B,1023
13,2,set,A,1024
60,2,set,A,1025
10,2,set,B,1026
8,2,set,B,1027
11,2,set,A,1028
5,2,set,B,1029
8,2,set,A,1030
4,2,set,B,1031
47,2,set,B,1032
86,2,set,A,1033
4,2,set,B,1034
8,2,set,A,1035
3,2,set,B,1036
41,2,set,A,1037
7,2,set,B,1038
7,2,set,B,1039
11,2,set,B,1040
35,2,set,A,1041
25,2,set,B,1042
18,2,set,A,1043
34,2,set,A,1044
2,2,set,A,1045
12,2,set,A,1046
23,2,set,B,1047
4,2,set,A,1048
10,2,set,B,1049
13,2,set,B,1050
6,2,set,A,1051
16,2,set,A,1052
26,2,set,A,1053
34,2,set,B,1054
19,2,set,A,1055
11,2,set,A,1056
6,2,set,A,1057
26,2,set,A,1058
5,2,set,A,1059
5,2,set,A,1060
12,2,set,A,1061
3,2,set,B,1062
21,2,set,B,1063
12,2,set,B,1064
7,2,set,A,1065
18,2,set,A,1066
28,2,set,B,1067
16,2,set,A,1068
30,2,set,A,1069
6,2,set,A,1070
29,2,set,B,1071
18,2,set,A,1072
8,2,set,A,1073
23,2,set,B,1074
6,2,set,A,1075
6,2,set,A,1076
11,2,set,B,1077
8,2,set,B,1078
35,2,set,B,1079
21,2,set,A,1080
10,2,set,A,1081
5,2,set,A,1082
22,2,set,A,1083
10,2,set,B,1084
4,2,set,B,1085
23,2,set,A,1086
9,2,set,B,1087
20,2,set,A,1088
54,2,set,B,1089
37,2,set,B,1090
20,2,set,B,1091
4,2,set,B,1092
14,2,set,A,1093
2,2,set,B,1094
12,2,set,A,1095
20,2,set,A,1096
29,2,set,A,1097
4,2,set,B,1098
27,2,set,A,1099
16,2,set,B,1100
58,2,set,B,1101
5,2,set,A,1102
10,2,set,B,1103
47,2,set,B,1104
20,2,set,A,1105
36,2,set,A,1106
16,2,set,B,1107
32,2,set,B,1108
24,2,set,B,1109
18,2,set,A,1110
43,2,set,B,1111
42,2,set,B,1112
64,2,set,B,1113
14,2,set,B,1114
10,2,set,B,1115
5,2,set,B,1116
6,2,set,B,1117
9,2,set,A,1118
10,2,set,B,1119
3,2,set,A,1120
8,2,set,A,1121
43,2,set,A,1122
10,2,set,B,1123
11,2,set,B,1124
23,2,set,A,1125
5,2,set,B,1126
32,2,set,B,1127
12,2,set,B,1128
43,2,set,A,1129
23,2,set,B,1130
10,2,set,A,1131
58,2,set,B,1132
10,2,set,A,1133
18,2,set,B,1134
2,2,set,B,1135
5,2,set,B,1136
3,2,set,B,1137
23,2,set,A,1138
14,2,set,A,1139
8,2,set,B,1140
4,2,set,B,1141
35,2,set,B,1142
29,2,set,B,1143
31,2,set,A,1144
22,2,set,A,1145
5,2,set,B,1146
18,2,set,A,1147
10,2,set,B,1148
16,2,set,A,1149
10,2,set,B,1150
20,2,set,A,1151
30,2,set,A,1152
47,2,set,B,1153
11,2,set,A,1154
17,2,set,B,1155
31,2,set,B,1156
10,2,set,A,1157
24,2,set,B,1158
3,2,set,A,1159
19,2,set,B,1160
9,2,set,B,1161
23,2,set,A,1162
10,2,set,A,1163
5,2,set,B,1164
9,2,set,B,1165
4,2,set,A,1166
14,2,set,A,1167
21,2,set,B,1168
32,2,set,A,1169
44,2,set,A,1170
3,2,set,A,1171
8,2,set,B,1172
17,2,set,A,1173
33,2,set,B,1174
20,2,set,B,1175
16,2,set,B,1176
4,2,set,B,1177
3,2,set,A,1178
7,2,set,A,1179
34,2,set,A,1180
10,2,set,A,1181
5,2,set,B,1182
16,2,set,A,1183
9,2,set,A,1184
4,2,set,B,1185
3,2,set,B,1186
14,2,set,A,1187
10,2,set,B,1188
11,2,set,B,1189
3,2,set,B,1190
19,2,set,A,1191
25,2,set,B,1192
39,2,set,A,1193
23,2,set,A,1194
15,2,set,A,1195
14,2,set,B,1196
15,2,set,A,1197
42,2,set,A,1198
10,2,set,B,1199
3,2,set,A,1200
8,2,set,A,1201
25,2,set,B,1202
12,2,set,B,1203
21,2,set,B,1204
17,2,set,B,1205
5,2,set,B,1206
22,2,set,B,1207
25,2,set,A,1208
11,2,set,B,1209
17,2,set,B,1210
12,2,set,B,1211
3,2,set,A,1212
6,2,set,A,1213
32,2,set,B,1214
50,2,set,B,1215
9,2,set,B,1216
15,2,set,B,1217
34,2,set,A,1218
8,2,set,A,1219
4,2,set,B,1220
2,2,set,A,1221
65,2,set,A,1222
10,2,set,B,1223
9,2,set,B,1224
3,2,set,A,1225
15,2,set,A,1226
16,2,set,B,1227
27,2,set,A,1228
7,2,set,B,1229
16,2,set,A,1230
17,2,set,B,1231
7,2,set,A,1232
13,2,set,A,1233
5,2,set,A,1234
36,2,set,A,1235
13,2,set,B,1236
15,2,set,B,1237
44,2,set,A,1238
43,2,set,A,1239
11,2,set,B,1240
15,2,set,B,1241
10,2,set,A,1242
6,2,set,B,1243
22,2,set,A,1244
3,2,set,A,1245
12,2,set,B,1246
7,2,set,B,1247
6,2,set,B,1248
15,2,set,A,1249
7,2,set,B,1250
5,2,set,B,1251
17,2,set,A,1252
8,2,set,B,1253
15,2,set,A,1254
13,2,set,A,1255
4,2,set,B,1256
11,2,set,A,1257
11,2,set,A,1258
15,2,set,B,1259
24,2,set,B,1260
10,2,set,B,1261
4,2,set,A,1262
20,2,set,B,1263
19,2,set,A,1264
5,2,set,A,1265
114,2,set,B,1266
44,2,set,B,1267
11,2,set,A,1268
6,2,set,A,1269
57,2,set,B,1270
5,2,set,A,1271
7,2,set,A,1272
8,2,set,A,1273
18,2,set,A,1274
11,2,set,B,1275
5,2,set,B,1276
17,2,set,B,1277
6,2,set,B,1278
23,2,set,A,1279
41,2,set,B,1280
13,2,set,B,1281
43,2,set,A,1282
9,2,set,B,1283
9,2,set,B,1284
13,2,set,A,1285
11,2,set,A,1286
28,2,set,A,1287
47,2,set,B,1288
6,2,set,B,1289
25,2,set,B,1290
34,2,set,B,1291
3,2,set,A,1292
15,2,set,A,1293
3,2,set,B,1294
14,2,set,B,1295
15,2,set,A,1296
5,2,set,A,1297
16,2,set,A,1298
49,2,set,B,1299
24,2,set,B,1300
38,2,set,A,1301
26,2,set,A,1302
15,2,set,B,1303
33,2,set,A,1304
16,2,set,A,1305
41,2,set,A,1306
21,2,set,A,1307
58,2,set,A,1308
5,2,set,B,1309
11,2,set,A,1310
13,2,set,B,1311
6,2,set,A,1312
22,2,set,A,1313
4,2,set,A,1314
7,2,set,A,1315
20,2,set,B,1316
8,2,set,A,1317
29,2,set,A,1318
33,2,set,A,1319
13,2,set,A,1320
4,2,set,A,1321
20,2,set,B,1322
10,2,set,B,1323
18,2,set,B,1324
3,2,set,B,1325
8,2,set,B,1326
8,2,set,B,1327
41,2,set,B,1328
25,2,set,A,1329
32,2,set,A,1330
9,2,set,A,1331
3,2,set,A,1332
2,2,set,A,1333
8,2,set,A,1334
14,2,set,B,1335
4,2,set,B,1336
20,2,set,B,1337
45,2,set,A,1338
18,2,set,B,1339
13,2,set,B,1340
6,2,set,B,1341
51,2,set,B,1342
3,2,set,B,1343
18,2,set,B,1344
30,2,set,A,1345
16,2,set,A,1346
19,2,set,A,1347
40,2,set,A,1348
14,2,set,B,1349
57,2,set,A,1350
10,2,set,A,1351
33,2,set,A,1352
17,2,set,A,1353
11,2,set,A,1354
21,2,set,B,1355
9,2,set,B,1356
17,2,set,A,1357
53,2,set,B,1358
15,2,set,B,1359
9,2,set,B,1360
